id;userid;movieid;rating
8414;1086;769;3
8415;1086;3090;5
8416;1086;213;4
8417;1086;37165;4
8418;1086;2493;3
8419;1086;13475;3
8420;1086;3112;4
8421;1086;274;4
8422;1086;745;4
8423;1086;205;3
8424;1086;288;5
8425;1086;3082;5
8426;1086;16869;3
8427;1086;5915;5
8428;1086;429;4
8429;1086;110;3
8430;1086;7984;4
8431;1086;46738;4
8432;1086;27205;4
8433;1086;627;5
8434;1086;862;5
8435;1086;77338;3
8436;1086;3078;4
8437;1086;1585;5
8438;1086;7345;5
8439;1086;103663;4
8440;1086;19;5
8441;1086;77;5
8442;1086;11216;4
8443;1086;3083;4
8444;1086;3082;3
8445;1086;807;5
8446;1086;311;5
8447;1086;510;3
8448;1086;11216;3
8449;1086;10774;5
8450;1086;792;4
8451;1086;391;5
8452;1086;641;5
8453;1086;567;5
8454;1086;2062;3
8455;1086;85;4
8456;1086;1578;3
8457;1086;111;4
8458;1086;805;4
8459;1086;1580;3
8460;1086;1366;5
8461;1560;13475;3
8462;1560;235;3
8463;1560;20453;3
8464;1560;103;2
8465;1560;11324;4
8466;1560;705;3
8467;1560;807;4
8468;1560;279;2
8469;1560;583;1
8470;1560;12405;3
8471;1560;769;3
8472;1560;583;2
8473;1560;239;3
8474;1560;107;2
8475;1560;1955;3
8476;1560;1955;2
8477;1560;272;3
8478;1560;578;4
8479;1560;284;3
8480;1560;74643;2
8481;1560;642;3
8482;1560;2503;5
8483;1560;826;2
8484;1560;8587;3
8485;1560;45269;5
8486;1560;603;4
8487;1560;7508;3
8488;1560;11697;2
8489;1560;17654;4
8490;1560;963;3
8491;1560;914;3
8492;1560;38;3
8493;1560;596;2
8494;1560;996;2
8495;1560;37247;3
8496;1560;935;4
8497;1560;309;2
8498;1560;497;5
8499;1560;600;3
8500;1560;218;5
8501;1560;12;2
8502;1560;769;3
8503;1560;629;3
8504;1560;489;2
8505;1560;770;2
8506;1560;1124;4
8507;1560;13223;4
8508;1560;10191;4
8509;1560;205;3
8510;1560;288;2
8511;1560;3082;2
8512;1560;10775;4
8513;1560;16869;1
8514;1560;5915;1
8515;1560;27205;5
8516;1560;1480;4
8517;1560;8392;2
8518;1560;947;2
8519;1560;627;3
8520;1560;24;3
8521;1560;862;2
8522;1560;3078;2
8523;1560;595;4
8524;1560;103663;2
8525;1560;7345;4
8526;1560;24238;1
8527;1560;832;2
8528;1560;77;3
8529;1560;947;2
8530;1560;583;4
8531;1560;762;4
8532;1560;322;1
8533;1560;3083;3
8534;1560;807;1
8535;1560;11216;2
8536;1560;654;2
8537;1560;303;3
8538;1560;539;5
8539;1560;792;3
8540;1560;391;2
8541;1560;641;5
8542;1560;223;2
8543;1560;567;3
8544;1560;2062;2
8545;1560;1578;2
8546;1560;111;3
8547;1560;805;3
8548;1560;1580;3
8549;1560;804;2
8550;1560;1366;3
8551;1562;389;2
8552;1562;205;4
8553;1562;20453;1
8554;1562;453;3
8555;1562;599;1
8556;1562;103;2
8557;1562;872;2
8558;1562;12405;2
8559;1562;239;2
8560;1562;583;4
8561;1562;703;2
8562;1562;212;1
8563;1562;1955;3
8564;1562;289;3
8565;1562;1422;1
8566;1562;961;2
8567;1562;238;2
8568;1562;665;4
8569;1562;44214;2
8570;1562;642;3
8571;1562;115;3
8572;1562;2503;1
8573;1562;8587;4
8574;1562;982;2
8575;1562;7508;3
8576;1562;1417;2
8577;1562;38;2
8578;1562;996;3
8579;1562;37247;4
8580;1562;309;2
8581;1562;990;2
8582;1562;550;2
8583;1562;5961;2
8584;1562;497;4
8585;1562;275;2
8586;1562;783;2
8587;1562;600;2
8588;1562;13;2
8589;1562;117;3
8590;1562;213;2
8591;1562;11787;2
8592;1562;12445;2
8593;1562;13475;2
8594;1562;13223;2
8595;1562;274;3
8596;1562;205;2
8597;1562;288;2
8598;1562;278;2
8599;1562;949;2
8600;1562;429;2
8601;1562;7984;2
8602;1562;46738;2
8603;1562;27205;2
8604;1562;578;2
8605;1562;8392;3
8606;1562;329;2
8607;1562;947;2
8608;1562;627;2
8609;1562;24;2
8610;1562;3078;2
8611;1562;1585;2
8612;1562;7345;2
8613;1562;832;2
8614;1562;19;2
8615;1562;77;2
8616;1562;947;2
8617;1562;2118;2
8618;1562;11216;2
8619;1562;87827;2
8620;1562;762;2
8621;1562;807;2
8622;1562;311;2
8623;1562;510;2
8624;1562;11216;2
8625;1562;654;2
8626;1562;213;2
8627;1562;303;2
8628;1562;10774;2
8629;1562;6977;2
8630;1562;539;2
8631;1562;22;2
8632;1562;797;2
8633;1562;5924;2
8634;1562;975;2
8635;1562;11645;1
8636;1562;424;2
8637;1562;857;3
8638;1562;1580;3
8639;1562;804;2
8640;1562;1366;2
8641;1073;13475;1
8642;1073;235;2
8643;1073;205;4
8644;1073;1892;0
8645;1073;20453;3
8646;1073;453;2
8647;1073;7508;3
8648;1073;218;1
8649;1073;599;2
8650;1073;280;5
8651;1073;702;0
8652;1073;348;3
8653;1073;705;3
8654;1073;280;3
8655;1073;807;0
8656;1073;279;3
8657;1073;1092;2
8658;1073;3078;3
8659;1073;12405;5
8660;1073;769;3
8661;1073;239;3
8662;1073;583;3
8663;1073;289;3
8664;1073;10020;4
8665;1073;9552;2
8666;1073;961;4
8667;1073;272;3
8668;1073;238;4
8669;1073;665;4
8670;1073;962;4
8671;1073;284;4
8672;1073;44214;3
8673;1073;887;1
8674;1073;1480;1
8675;1073;910;1
8676;1073;598;4
8677;1073;2503;2
8678;1073;826;3
8679;1073;903;3
8680;1073;562;2
8681;1073;15;5
8682;1073;247;4
8683;1073;901;4
8684;1073;603;4
8685;1073;17654;1
8686;1073;11697;4
8687;1073;963;4
8688;1073;68718;0
8689;1073;1417;5
8690;1073;10098;4
8691;1073;550;0
8692;1073;49051;4
8693;1073;275;2
8694;1073;600;3
8695;1073;1092;4
8696;1073;12;1
8697;1073;770;4
8698;1073;3090;4
8699;1073;213;5
8700;1073;2493;4
8701;1073;423;4
8702;1073;274;4
8703;1073;745;4
8704;1073;694;4
8705;1073;5915;4
8706;1073;110;4
8707;1073;8392;4
8708;1073;627;4
8709;1073;947;1
8710;1073;24;2
8711;1073;630;4
8712;1073;77338;5
8713;1073;7345;4
8714;1073;24238;2
8715;1073;832;3
8716;1073;19;0
8717;1073;947;4
8718;1073;11216;4
8719;1073;583;4
8720;1073;322;2
8721;1073;70;1
8722;1073;585;4
8723;1073;303;2
8724;1073;6977;0
8725;1073;22;1
8726;1073;797;0
8727;1073;5924;3
8728;1073;2062;1
8729;1073;1578;5
8730;1073;1580;4
8731;125;13475;2
8732;125;389;5
8733;125;205;3
8734;125;1892;5
8735;125;20453;4
8736;125;453;1
8737;125;702;1
8738;125;103;5
8739;125;11324;4
8740;125;280;4
8741;125;807;4
8742;125;279;3
8743;125;583;3
8744;125;3078;5
8745;125;12405;4
8746;125;769;3
8747;125;239;4
8748;125;583;5
8749;125;107;3
8750;125;703;3
8751;125;1955;5
8752;125;212;5
8753;125;289;1
8754;125;3175;3
8755;125;975;5
8756;125;578;1
8757;125;947;3
8758;125;44214;3
8759;125;1480;5
8760;125;289;1
8761;125;829;1
8762;125;121;3
8763;125;903;1
8764;125;15;2
8765;125;603;5
8766;125;68718;3
8767;125;38;3
8768;125;996;4
8769;125;550;5
8770;125;5961;5
8771;125;275;5
8772;125;497;4
8773;125;783;1
8774;125;1091;4
8775;125;12;5
8776;125;769;3
8777;125;117;3
8778;125;489;3
8779;125;37165;3
8780;125;213;4
8781;125;11787;5
8782;125;13475;1
8783;125;423;4
8784;125;10191;5
8785;125;205;4
8786;125;288;4
8787;125;949;2
8788;125;3082;2
8789;125;10775;5
8790;125;429;2
8791;125;7984;5
8792;125;46738;3
8793;125;27205;5
8794;125;329;5
8795;125;24;3
8796;125;77338;5
8797;125;1585;4
8798;125;103663;2
8799;125;19;2
8800;125;947;2
8801;125;11216;4
8802;125;762;3
8803;125;3082;4
8804;125;70;3
8805;125;311;1
8806;125;510;4
8807;125;11216;1
8808;125;10774;1
8809;125;6977;5
8810;125;539;2
8811;125;22;5
8812;125;641;3
8813;125;223;2
8814;125;567;3
8815;125;380;3
8816;125;1578;2
8817;125;857;3
8818;125;1580;3
8819;125;1366;5
8820;125;500;2
8821;1077;235;5
8822;1077;453;3
8823;1077;7508;4
8824;1077;348;3
8825;1077;807;4
8826;1077;280;5
8827;1077;1092;4
8828;1077;12405;4
8829;1077;993;4
8830;1077;769;4
8831;1077;583;4
8832;1077;239;4
8833;1077;703;5
8834;1077;107;4
8835;1077;289;4
8836;1077;272;3
8837;1077;962;4
8838;1077;578;3
8839;1077;44214;3
8840;1077;74643;4
8841;1077;1480;3
8842;1077;524;3
8843;1077;2503;5
8844;1077;598;3
8845;1077;829;3
8846;1077;826;4
8847;1077;121;3
8848;1077;903;4
8849;1077;8587;3
8850;1077;901;4
8851;1077;603;4
8852;1077;11697;4
8853;1077;68718;3
8854;1077;914;3
8855;1077;996;3
8856;1077;37247;4
8857;1077;550;3
8858;1077;497;4
8859;1077;275;4
8860;1077;1091;4
8861;1077;783;4
8862;1077;600;4
8863;1077;489;3
8864;1077;770;4
8865;1077;213;4
8866;1077;3112;4
8867;1077;13475;4
8868;1077;13223;4
8869;1077;274;4
8870;1077;205;4
8871;1077;278;4
8872;1077;949;3
8873;1077;3082;4
8874;1077;16869;4
8875;1077;27205;4
8876;1077;1480;3
8877;1077;578;4
8878;1077;329;4
8879;1077;8392;5
8880;1077;24;4
8881;1077;77338;4
8882;1077;595;4
8883;1077;103663;4
8884;1077;7345;4
8885;1077;832;4
8886;1077;11216;4
8887;1077;87827;4
8888;1077;583;4
8889;1077;3083;4
8890;1077;311;5
8891;1077;510;5
8892;1077;11216;5
8893;1077;213;4
8894;1077;539;4
8895;1077;680;4
8896;1077;22;5
8897;1077;792;5
8898;1077;797;5
8899;1077;975;5
8900;1077;567;5
8901;1077;11645;5
8902;1077;380;4
8903;1077;85;5
8904;1077;1578;4
8905;1077;424;4
8906;1077;857;5
8907;1077;805;5
8908;1077;1580;4
8909;1077;1366;3
8910;1077;500;5
8911;606;13475;3
8912;606;20453;3
8913;606;7508;5
8914;606;453;5
8915;606;599;2
8916;606;103;4
8917;606;705;3
8918;606;279;1
8919;606;872;4
8920;606;583;4
8921;606;1092;3
8922;606;993;5
8923;606;583;5
8924;606;107;4
8925;606;1955;2
8926;606;1955;5
8927;606;975;4
8928;606;272;4
8929;606;947;5
8930;606;74643;2
8931;606;24428;3
8932;606;887;2
8933;606;1480;3
8934;606;524;2
8935;606;910;5
8936;606;598;3
8937;606;2503;4
8938;606;829;3
8939;606;826;2
8940;606;121;1
8941;606;562;3
8942;606;8587;2
8943;606;247;3
8944;606;7508;2
8945;606;982;1
8946;606;68718;2
8947;606;5925;2
8948;606;309;3
8949;606;10098;1
8950;606;990;3
8951;606;550;3
8952;606;5961;4
8953;606;275;2
8954;606;1091;1
8955;606;783;2
8956;606;218;1
8957;606;629;1
8958;606;770;3
8959;606;37165;1
8960;606;213;2
8961;606;11787;1
8962;606;2493;1
8963;606;3112;1
8964;606;13475;2
8965;606;423;3
8966;606;274;1
8967;606;288;5
8968;606;694;1
8969;606;3082;4
8970;606;110;1
8971;606;7984;3
8972;606;1480;1
8973;606;329;3
8974;606;627;1
8975;606;947;2
8976;606;595;1
8977;606;7345;4
8978;606;77;2
8979;606;947;3
8980;606;11216;3
8981;606;87827;2
8982;606;583;2
8983;606;3083;2
8984;606;3082;4
8985;606;213;3
8986;606;303;1
8987;606;680;5
8988;606;22;3
8989;606;797;3
8990;606;5924;2
8991;606;975;5
8992;606;641;2
8993;606;2062;5
8994;606;380;3
8995;606;85;3
8996;606;1578;3
8997;606;1580;2
8998;606;804;2
8999;606;1366;3
9000;606;500;4
9001;139;13475;3
9002;139;389;4
9003;139;7508;5
9004;139;11324;3
9005;139;807;3
9006;139;12405;3
9007;139;3078;4
9008;139;993;3
9009;139;239;3
9010;139;107;3
9011;139;212;3
9012;139;1422;5
9013;139;3175;4
9014;139;975;3
9015;139;9552;5
9016;139;961;5
9017;139;665;4
9018;139;238;5
9019;139;962;5
9020;139;24428;5
9021;139;887;5
9022;139;115;5
9023;139;910;5
9024;139;289;5
9025;139;598;3
9026;139;2503;5
9027;139;829;4
9028;139;826;5
9029;139;247;5
9030;139;982;5
9031;139;11697;5
9032;139;5925;5
9033;139;914;5
9034;139;996;4
9035;139;935;3
9036;139;37247;5
9037;139;990;5
9038;139;49051;5
9039;139;1091;5
9040;139;600;3
9041;139;1092;5
9042;139;13;5
9043;139;9277;5
9044;139;218;5
9045;139;3090;5
9046;139;37165;5
9047;139;213;4
9048;139;1124;5
9049;139;12445;3
9050;139;3112;5
9051;139;205;1
9052;139;745;5
9053;139;949;3
9054;139;3082;3
9055;139;16869;3
9056;139;27205;3
9057;139;1480;5
9058;139;627;5
9059;139;862;5
9060;139;630;5
9061;139;576;5
9062;139;3078;3
9063;139;595;5
9064;139;1585;3
9065;139;7345;5
9066;139;103663;3
9067;139;24238;3
9068;139;77;3
9069;139;947;3
9070;139;2118;3
9071;139;11216;3
9072;139;583;3
9073;139;762;3
9074;139;322;3
9075;139;3083;3
9076;139;807;3
9077;139;213;3
9078;139;6977;3
9079;139;22;3
9080;139;792;3
9081;139;5924;3
9082;139;975;3
9083;139;223;3
9084;139;567;3
9085;139;380;3
9086;139;85;3
9087;139;111;3
9088;139;857;3
9089;139;805;3
9090;139;804;3
9091;1222;13475;2
9092;1222;235;2
9093;1222;389;4
9094;1222;845;2
9095;1222;1892;2
9096;1222;20453;4
9097;1222;453;4
9098;1222;7508;2
9099;1222;702;4
9100;1222;348;4
9101;1222;103;2
9102;1222;705;4
9103;1222;11324;2
9104;1222;807;2
9105;1222;279;4
9106;1222;1092;2
9107;1222;12405;2
9108;1222;3078;4
9109;1222;769;4
9110;1222;993;2
9111;1222;583;4
9112;1222;239;2
9113;1222;703;4
9114;1222;289;4
9115;1222;975;4
9116;1222;10020;4
9117;1222;272;4
9118;1222;665;4
9119;1222;642;4
9120;1222;1480;4
9121;1222;524;4
9122;1222;289;4
9123;1222;598;4
9124;1222;903;4
9125;1222;562;4
9126;1222;15;4
9127;1222;901;4
9128;1222;968;4
9129;1222;7508;4
9130;1222;17654;4
9131;1222;68718;4
9132;1222;1417;4
9133;1222;38;4
9134;1222;996;4
9135;1222;550;4
9136;1222;5961;4
9137;1222;275;4
9138;1222;783;4
9139;1222;600;4
9140;1222;489;4
9141;1222;213;4
9142;1222;11787;4
9143;1222;12445;4
9144;1222;13223;4
9145;1222;10191;4
9146;1222;288;4
9147;1222;949;4
9148;1222;3082;4
9149;1222;7984;4
9150;1222;27205;4
9151;1222;578;4
9152;1222;329;4
9153;1222;947;4
9154;1222;77338;4
9155;1222;2118;4
9156;1222;3083;2
9157;1222;510;2
9158;1222;213;2
9159;1222;303;2
9160;1222;10774;2
9161;1222;6977;2
9162;1222;539;2
9163;1222;22;2
9164;1222;391;2
9165;1222;797;2
9166;1222;975;2
9167;1222;641;2
9168;1222;223;2
9169;1222;567;2
9170;1222;2062;2
9171;1222;11645;2
9172;1222;380;2
9173;1222;85;2
9174;1222;424;2
9175;1222;111;2
9176;1222;857;2
9177;1222;805;2
9178;1222;804;2
9179;1222;1366;2
9180;1222;500;2
9181;1767;7508;1
9182;1767;218;3
9183;1767;103;4
9184;1767;11324;3
9185;1767;807;2
9186;1767;583;4
9187;1767;12405;3
9188;1767;3078;3
9189;1767;993;1
9190;1767;703;4
9191;1767;212;1
9192;1767;1955;4
9193;1767;3175;2
9194;1767;975;4
9195;1767;1955;5
9196;1767;578;5
9197;1767;962;4
9198;1767;947;1
9199;1767;74643;1
9200;1767;1480;1
9201;1767;524;3
9202;1767;8587;4
9203;1767;45269;1
9204;1767;247;3
9205;1767;603;4
9206;1767;968;4
9207;1767;7508;3
9208;1767;17654;3
9209;1767;963;1
9210;1767;38;0
9211;1767;37247;2
9212;1767;935;3
9213;1767;309;1
9214;1767;550;3
9215;1767;5961;3
9216;1767;49051;4
9217;1767;783;4
9218;1767;1092;5
9219;1767;13;2
9220;1767;9277;4
9221;1767;218;2
9222;1767;489;4
9223;1767;3090;2
9224;1767;213;2
9225;1767;11787;2
9226;1767;1124;3
9227;1767;13475;4
9228;1767;288;2
9229;1767;694;3
9230;1767;949;3
9231;1767;3082;3
9232;1767;10775;3
9233;1767;16869;3
9234;1767;5915;3
9235;1767;110;2
9236;1767;7984;4
9237;1767;27205;4
9238;1767;578;3
9239;1767;8392;3
9240;1767;627;4
9241;1767;862;2
9242;1767;77338;4
9243;1767;576;5
9244;1767;595;2
9245;1767;1585;3
9246;1767;103663;2
9247;1767;7345;4
9248;1767;24238;1
9249;1767;77;5
9250;1767;947;3
9251;1767;2118;4
9252;1767;11216;5
9253;1767;762;2
9254;1767;70;5
9255;1767;585;1
9256;1767;510;4
9257;1767;11216;2
9258;1767;303;4
9259;1767;539;3
9260;1767;680;3
9261;1767;22;3
9262;1767;975;3
9263;1767;223;3
9264;1767;567;0
9265;1767;2062;1
9266;1767;11645;3
9267;1767;380;4
9268;1767;424;1
9269;1767;857;3
9270;1767;500;3
9271;140;389;5
9272;140;845;3
9273;140;1892;5
9274;140;453;5
9275;140;7508;5
9276;140;218;5
9277;140;280;3
9278;140;103;4
9279;140;11324;4
9280;140;705;3
9281;140;3078;1
9282;140;769;4
9283;140;239;3
9284;140;703;3
9285;140;107;4
9286;140;1955;3
9287;140;212;4
9288;140;3175;3
9289;140;9552;4
9290;140;961;3
9291;140;665;4
9292;140;962;4
9293;140;115;5
9294;140;524;3
9295;140;910;3
9296;140;2503;4
9297;140;826;3
9298;140;121;3
9299;140;8587;3
9300;140;45269;5
9301;140;15;3
9302;140;247;3
9303;140;901;4
9304;140;7508;3
9305;140;11697;2
9306;140;914;3
9307;140;38;5
9308;140;996;3
9309;140;596;3
9310;140;935;1
9311;140;37247;5
9312;140;10098;3
9313;140;990;5
9314;140;5961;4
9315;140;1091;3
9316;140;783;4
9317;140;769;3
9318;140;117;4
9319;140;3090;4
9320;140;770;4
9321;140;37165;4
9322;140;1124;3
9323;140;12445;3
9324;140;2493;2
9325;140;13475;4
9326;140;13223;4
9327;140;274;3
9328;140;288;3
9329;140;278;3
9330;140;949;3
9331;140;694;3
9332;140;3082;3
9333;140;10775;4
9334;140;16869;3
9335;140;429;5
9336;140;7984;4
9337;140;110;5
9338;140;27205;4
9339;140;8392;3
9340;140;627;3
9341;140;862;2
9342;140;576;3
9343;140;1585;4
9344;140;19;3
9345;140;77;3
9346;140;947;4
9347;140;87827;4
9348;140;583;3
9349;140;762;5
9350;140;654;2
9351;140;539;4
9352;140;680;3
9353;140;22;4
9354;140;792;3
9355;140;797;3
9356;140;5924;3
9357;140;85;4
9358;140;111;3
9359;140;1580;4
9360;140;500;3
9361;1219;235;1
9362;1219;389;2
9363;1219;205;4
9364;1219;1892;3
9365;1219;20453;1
9366;1219;453;4
9367;1219;599;3
9368;1219;280;3
9369;1219;348;3
9370;1219;11324;3
9371;1219;1092;5
9372;1219;583;5
9373;1219;583;3
9374;1219;239;2
9375;1219;703;3
9376;1219;3175;5
9377;1219;1955;4
9378;1219;9552;3
9379;1219;10020;3
9380;1219;272;4
9381;1219;961;2
9382;1219;578;4
9383;1219;284;5
9384;1219;642;2
9385;1219;887;5
9386;1219;1480;3
9387;1219;115;2
9388;1219;524;5
9389;1219;910;3
9390;1219;826;4
9391;1219;8587;2
9392;1219;562;3
9393;1219;45269;4
9394;1219;15;3
9395;1219;901;1
9396;1219;982;3
9397;1219;17654;4
9398;1219;11697;4
9399;1219;963;2
9400;1219;5925;3
9401;1219;596;2
9402;1219;935;5
9403;1219;37247;3
9404;1219;497;4
9405;1219;783;3
9406;1219;1092;1
9407;1219;600;5
9408;1219;9277;4
9409;1219;218;4
9410;1219;769;2
9411;1219;489;2
9412;1219;1124;4
9413;1219;11787;3
9414;1219;12445;3
9415;1219;13475;3
9416;1219;423;4
9417;1219;10191;4
9418;1219;745;5
9419;1219;205;4
9420;1219;694;3
9421;1219;329;3
9422;1219;24;3
9423;1219;862;2
9424;1219;3078;3
9425;1219;595;1
9426;1219;1585;3
9427;1219;19;3
9428;1219;77;2
9429;1219;947;4
9430;1219;2118;2
9431;1219;11216;4
9432;1219;583;3
9433;1219;762;4
9434;1219;3082;2
9435;1219;585;5
9436;1219;311;3
9437;1219;510;4
9438;1219;6977;2
9439;1219;792;1
9440;1219;641;2
9441;1219;223;3
9442;1219;567;4
9443;1219;11645;2
9444;1219;85;3
9445;1219;424;2
9446;1219;111;3
9447;1219;857;4
9448;1219;805;3
9449;1219;1580;2
9450;1219;804;3
9451;1218;13475;5
9452;1218;235;5
9453;1218;205;5
9454;1218;1892;3
9455;1218;7508;3
9456;1218;218;5
9457;1218;103;3
9458;1218;807;5
9459;1218;279;3
9460;1218;1092;5
9461;1218;583;5
9462;1218;107;5
9463;1218;212;5
9464;1218;289;3
9465;1218;1422;3
9466;1218;3175;5
9467;1218;975;2
9468;1218;10020;3
9469;1218;272;4
9470;1218;961;5
9471;1218;238;5
9472;1218;44214;5
9473;1218;24428;5
9474;1218;887;3
9475;1218;1480;3
9476;1218;2503;4
9477;1218;598;5
9478;1218;8587;4
9479;1218;562;2
9480;1218;247;4
9481;1218;603;3
9482;1218;963;5
9483;1218;5925;5
9484;1218;1417;5
9485;1218;38;5
9486;1218;914;5
9487;1218;596;1
9488;1218;37247;5
9489;1218;935;2
9490;1218;10098;2
9491;1218;550;0
9492;1218;12;2
9493;1218;117;5
9494;1218;489;5
9495;1218;3090;5
9496;1218;770;5
9497;1218;213;4
9498;1218;12445;5
9499;1218;3112;2
9500;1218;423;5
9501;1218;10191;2
9502;1218;745;5
9503;1218;288;5
9504;1218;949;3
9505;1218;3082;5
9506;1218;429;5
9507;1218;7984;3
9508;1218;46738;5
9509;1218;27205;3
9510;1218;578;5
9511;1218;329;5
9512;1218;947;1
9513;1218;862;5
9514;1218;77338;5
9515;1218;576;5
9516;1218;1585;5
9517;1218;595;5
9518;1218;103663;3
9519;1218;77;5
9520;1218;2118;2
9521;1218;87827;4
9522;1218;583;3
9523;1218;762;2
9524;1218;322;2
9525;1218;3082;3
9526;1218;70;2
9527;1218;585;1
9528;1218;311;5
9529;1218;11216;5
9530;1218;654;5
9531;1218;213;2
9532;1218;10774;5
9533;1218;6977;2
9534;1218;22;5
9535;1218;5924;5
9536;1218;975;5
9537;1218;641;5
9538;1218;223;3
9539;1218;11645;2
9540;1218;805;4
9541;1769;235;3
9542;1769;7508;3
9543;1769;453;3
9544;1769;218;4
9545;1769;599;3
9546;1769;348;3
9547;1769;103;5
9548;1769;705;1
9549;1769;279;2
9550;1769;583;2
9551;1769;3078;1
9552;1769;769;2
9553;1769;703;2
9554;1769;107;3
9555;1769;289;1
9556;1769;3175;4
9557;1769;10020;3
9558;1769;9552;4
9559;1769;272;4
9560;1769;947;4
9561;1769;642;3
9562;1769;115;4
9563;1769;289;2
9564;1769;910;3
9565;1769;121;3
9566;1769;903;4
9567;1769;8587;5
9568;1769;901;4
9569;1769;968;2
9570;1769;982;4
9571;1769;11697;3
9572;1769;17654;3
9573;1769;963;4
9574;1769;68718;4
9575;1769;1417;3
9576;1769;38;2
9577;1769;914;4
9578;1769;309;4
9579;1769;550;4
9580;1769;5961;5
9581;1769;275;2
9582;1769;497;3
9583;1769;783;5
9584;1769;600;4
9585;1769;1092;5
9586;1769;9277;3
9587;1769;117;3
9588;1769;629;3
9589;1769;213;4
9590;1769;11787;3
9591;1769;13475;3
9592;1769;13223;2
9593;1769;274;3
9594;1769;10191;4
9595;1769;745;4
9596;1769;205;3
9597;1769;278;4
9598;1769;694;3
9599;1769;10775;4
9600;1769;429;3
9601;1769;578;3
9602;1769;329;4
9603;1769;947;3
9604;1769;627;4
9605;1769;576;4
9606;1769;595;3
9607;1769;103663;2
9608;1769;7345;3
9609;1769;19;3
9610;1769;77;4
9611;1769;947;4
9612;1769;11216;3
9613;1769;583;3
9614;1769;762;3
9615;1769;3083;3
9616;1769;3082;3
9617;1769;585;3
9618;1769;807;3
9619;1769;311;3
9620;1769;510;4
9621;1769;303;3
9622;1769;680;5
9623;1769;391;4
9624;1769;5924;3
9625;1769;641;1
9626;1769;223;3
9627;1769;11645;4
9628;1769;424;3
9629;1769;1580;5
9630;1769;804;4
9631;1231;13475;5
9632;1231;389;5
9633;1231;845;5
9634;1231;1892;4
9635;1231;20453;4
9636;1231;453;2
9637;1231;599;5
9638;1231;348;2
9639;1231;705;3
9640;1231;807;2
9641;1231;279;1
9642;1231;3078;4
9643;1231;12405;4
9644;1231;993;4
9645;1231;769;3
9646;1231;583;4
9647;1231;703;3
9648;1231;212;1
9649;1231;1955;5
9650;1231;11778;5
9651;1231;1422;0
9652;1231;1955;2
9653;1231;975;3
9654;1231;961;3
9655;1231;238;3
9656;1231;578;5
9657;1231;962;2
9658;1231;947;5
9659;1231;284;2
9660;1231;642;1
9661;1231;24428;2
9662;1231;1480;2
9663;1231;524;1
9664;1231;289;5
9665;1231;826;5
9666;1231;903;3
9667;1231;15;2
9668;1231;603;5
9669;1231;982;1
9670;1231;5925;5
9671;1231;596;5
9672;1231;37247;5
9673;1231;990;0
9674;1231;49051;3
9675;1231;1092;3
9676;1231;9277;3
9677;1231;218;5
9678;1231;770;3
9679;1231;37165;5
9680;1231;2493;5
9681;1231;423;5
9682;1231;205;4
9683;1231;745;5
9684;1231;288;4
9685;1231;278;1
9686;1231;949;5
9687;1231;16869;5
9688;1231;429;5
9689;1231;46738;3
9690;1231;1480;5
9691;1231;627;3
9692;1231;24;5
9693;1231;630;3
9694;1231;1585;5
9695;1231;24238;2
9696;1231;832;4
9697;1231;77;5
9698;1231;11216;3
9699;1231;762;3
9700;1231;3083;4
9701;1231;585;4
9702;1231;510;3
9703;1231;654;2
9704;1231;213;3
9705;1231;303;5
9706;1231;10774;5
9707;1231;6977;3
9708;1231;22;5
9709;1231;792;2
9710;1231;391;2
9711;1231;5924;2
9712;1231;975;5
9713;1231;641;5
9714;1231;223;2
9715;1231;2062;3
9716;1231;424;5
9717;1231;805;3
9718;1231;1580;1
9719;1231;1366;5
9720;1231;500;2
9721;131;13475;4
9722;131;389;3
9723;131;845;3
9724;131;218;1
9725;131;599;2
9726;131;103;4
9727;131;807;3
9728;131;279;2
9729;131;3078;5
9730;131;993;2
9731;131;769;1
9732;131;107;1
9733;131;1955;1
9734;131;289;2
9735;131;11778;4
9736;131;3175;2
9737;131;1422;2
9738;131;10020;4
9739;131;961;4
9740;131;238;1
9741;131;284;2
9742;131;887;2
9743;131;1480;2
9744;131;524;4
9745;131;910;1
9746;131;826;3
9747;131;829;2
9748;131;121;5
9749;131;562;3
9750;131;247;1
9751;131;603;3
9752;131;968;2
9753;131;982;3
9754;131;11697;2
9755;131;68718;4
9756;131;963;4
9757;131;1417;3
9758;131;996;5
9759;131;935;0
9760;131;990;1
9761;131;49051;1
9762;131;497;5
9763;131;1091;5
9764;131;783;2
9765;131;600;4
9766;131;9277;2
9767;131;117;1
9768;131;629;3
9769;131;489;2
9770;131;11787;5
9771;131;2493;5
9772;131;274;4
9773;131;745;1
9774;131;278;4
9775;131;694;2
9776;131;949;5
9777;131;3082;3
9778;131;10775;2
9779;131;429;3
9780;131;7984;2
9781;131;578;2
9782;131;329;1
9783;131;947;1
9784;131;862;3
9785;131;77338;2
9786;131;630;4
9787;131;1585;5
9788;131;7345;0
9789;131;19;3
9790;131;77;1
9791;131;583;1
9792;131;762;0
9793;131;3083;5
9794;131;3082;2
9795;131;70;5
9796;131;585;3
9797;131;654;1
9798;131;303;2
9799;131;10774;1
9800;131;680;5
9801;131;797;5
9802;131;5924;2
9803;131;641;5
9804;131;223;4
9805;131;2062;3
