adult;id;original_title;popularity;video
false;3037;Yella;4.299;false
false;3040;Ночной дозор;13.451;false
false;3041;En la cama;6.598;false
false;3042;Frankenstein;2.134;false
false;3043;Flesh for Frankenstein;8.05;false
false;3048;The Great Global Warming Swindle;3.064;false
false;3049;Ace Ventura: Pet Detective;22.745;false
false;3050;Doctor Dolittle;14.25;false
false;3051;Eye of the Devil;3.845;false
false;3052;Don't Make Waves;4.407;false
false;3053;The Fearless Vampire Killers;13.538;false
false;3054;The Wrecking Crew;5.543;false
false;3055;Valley of the Dolls;7.653;false
false;3056;Frankenstein;7.103;false
false;3059;Intolerance: Love's Struggle Throughout the Ages;12.147;false
false;3060;The Big Parade;4.8;false
false;3061;The Crowd;6.79;false
false;3062;42nd Street;12.023;false
false;3063;Duck Soup;10.492;false
false;3064;Chances Are;9.366;false
false;3065;Mystery Science Theater 3000: The Movie;5.614;false
false;3066;恐怖伝説　怪奇！フランケンシュタイン;3.123;false
false;3067;Frankenstein;1.323;false
false;3068;Frankenstein;2.02;false
false;3069;Frankenstein Reborn;3.568;false
false;3070;Frankenstein;0.6;false
false;3071;Frankenstein;3.493;false
false;3072;Frankenstein Unbound;6.376;false
false;3073;Bud Abbott and Lou Costello Meet Frankenstein;15.643;false
false;3074;The Ghost of Frankenstein;5.007;false
false;3075;Frankenstein Must Be Destroyed;7.093;false
false;3076;Frankenstein Meets the Wolf Man;9.585;false
false;3077;Son of Frankenstein;12.042;false
false;3078;It Happened One Night;11.143;false
false;3079;The Curse of Frankenstein;12.723;false
false;3080;Top Hat;9.787;false
false;3081;The Goddess;1.954;false
false;3082;Modern Times;13.298;false
false;3083;Mr. Smith Goes to Washington;13.143;false
false;3084;Wuthering Heights;9.643;false
false;3085;His Girl Friday;12.212;false
false;3086;The Lady Eve;9.864;false
false;3087;Yankee Doodle Dandy;13.102;false
false;3088;My Darling Clementine;10.204;false
false;3089;Red River;10.447;false
false;3090;The Treasure of the Sierra Madre;13.384;false
false;3092;Seance on a Wet Afternoon;5.117;false
false;3093;Basic Instinct 2;17.583;false
false;3094;Nachtrausch;0.6;false
false;3095;Miss Marie Lloyd: Queen of the Music Hall;3.671;false
false;3096;Dos billetes;1.343;false
false;3097;The Tulse Luper Suitcases, Part 1: The Moab Story;6.182;false
false;3098;The Tulse Luper Suitcases, Part 2: Vaux to the Sea;2.425;false
false;3099;The Tulse Luper Suitcases, Part 3: From Sark to the Finish;1.648;false
false;3100;A Life in Suitcases;0.696;false
false;3101;I Love You to Death;10.287;false
false;3102;Мой сводный брат Франкенштейн;0.82;false
false;3103;House of Frankenstein;8.068;false
false;3104;Frankenstein Created Woman;9.308;false
false;3105;Frankenstein: The True Story;3.171;false
false;3107;怪獣総進撃;11.036;false
false;3109;The Quiet Man;9.145;false
false;3110;Shane;10.692;false
false;3111;A Star Is Born;9.33;false
false;3112;The Night of the Hunter;9.515;false
false;3113;Shéhérazade;0.84;false
false;3114;The Searchers;14.336;false
false;3115;ゴジラ・エビラ・モスラ　南海の大決闘;8.779;false
false;3116;Midnight Cowboy;10.331;false
false;3117;Frankenstein and the Monster from Hell;7.311;false
false;3118;Frankenstein 90;3.15;false
false;3119;Frankenstein and Me;1.178;false
false;3121;Nashville;9.63;false
false;3122;La figlia di Frankenstein;4.29;false
false;3124;The Evil of Frankenstein;6.573;false
false;3125;Dracula vs. Frankenstein;4.027;false
false;3126;Alvin and the Chipmunks Meet Frankenstein;8.685;false
false;3127;The Revenge of Frankenstein;10.648;false
false;3131;Gangs of New York;24.783;false
false;3132;Bad Company;12.508;false
false;3133;Badlands;10.132;false
false;3134;Baise-moi;12.339;false
false;3144;Rock 'n' Roll Frankenstein;1.72;false
false;3145;The Horror of Frankenstein;5.139;false
false;3146;フランケンシュタインの怪獣 サンダ対ガイラ;4.571;false
false;3147;The Frankenstein Files: How Hollywood Made a Monster;1.403;false
false;3148;Un Dollaro per 7 vigliacchi;1.021;false
false;3149;Jesse James Meets Frankenstein's Daughter;1.724;false
false;3150;Frankstein Punk;0.776;false
false;3151;Frankenstein General Hospital;2.259;false
false;3152;Big Monster on Campus;3.636;false
false;3159;Il castello delle donne maledette;1.769;false
false;3160;フランケンシュタイン対地底怪獣 バラゴン;2.775;false
false;3161;Making Frankensense of Young Frankenstein;1.331;false
false;3162;Blackenstein;2.149;false
false;3163;La maldición de Frankenstein;1.991;false
false;3164;Frankenstein 1970;2.732;false
false;3165;Frankenstein Island;3.025;false
false;3166;Frankenstein Meets the Space Monster;1.99;false
false;3168;Ballo a tre passi;0.908;false
false;3170;Bambi;67.11;false
false;3171;Bambi Meets Godzilla;5.679;false
false;3172;Bandits;11.903;false
false;3173;เพชฌฆาตเงียบอันตราย;3.495;false
false;3174;Barcode;0.875;false
false;3175;Barry Lyndon;15.094;false
false;3176;バトル・ロワイアル;16.538;false
false;3177;バトル・ロワイアルII 鎮魂歌;9.04;false
false;3178;Beat;5.376;false
false;3179;Beavis and Butt-Head Do America;11.811;false
false;3199;Dracula contra Frankenstein;3.119;false
false;3200;Billy Frankenstein;1.235;false
false;3201;The Vindicator;2.544;false
false;3202;Victor Frankenstein;2.658;false
false;3203;Tales of Frankenstein;0.913;false
false;3204;She's Alive! Creating the Bride of Frankenstein;0.875;false
false;3205;Santo vs. la hija de Frankenstein;1.23;false
false;3206;Frankenstein vs. the Creature from Blood Cove;2.241;false
false;3208;I Was a Teenage Frankenstein;3.403;false
false;3209;No Telling;1.646;false
false;3210;The Projected Man;2.541;false
false;3214;Santo y Blue Demon contra el doctor Frankenstein;1.155;false
false;3215;La Sangre de Frankenstein;0.6;false
false;3216;Los monstruos del terror;1.591;false
false;3217;Monster Mash: The Movie;1.805;false
false;3218;Mistress Frankenstein;2.162;false
false;3286;Island - Insel im Norden;0.6;false
false;3287;It's Alive: The True Story of Frankenstein;1.21;false
false;3288;Frankenstein: The College Years;2.535;false
false;3290;Lust for Frankenstein;1.928;false
false;3291;Good Night, and Good Luck.;11.555;false
false;3293;Pirates of Silicon Valley;9.227;false
false;3305;Frankenstein: A Cinematic Scrapbook;0.6;false
false;3306;Frankenstein '80;1.926;false
false;3309;Mildred Pierce;9.083;false
false;3343;Edison's Frankenstein;0.6;false
false;3344;Atomic Samurai;1.4;false
false;3345;Dr. Frankenstein on Campus;1.739;false
false;3346;Frankestein el vampiro y compañía;2.462;false
false;3347;Frankenstein all'italiana;1.55;false
false;3348;The Making of Frankenstein vs. the Creature from Blood Cove;0.6;false
false;3349;Frankenstein & the Werewolf Reborn!;1.958;false
false;3350;Frankenstein Reborn!;1.759;false
false;3351;Frankenstein Reborn: Behind the Scenes;0.6;false
false;3361;Video Kings;0.6;false
false;3396;The Yes Men;6.15;false
false;3397;Am Ende Kommen Touristen;1.468;false
false;3398;Rich and Scary: Independent Soap Movie Experience;1.4;false
false;3399;Lücken im Gedankenstrom;0.6;false
false;3400;Heißes Blut oder Vivienne del Vargos' letzter Vorhang;0.6;false
false;3401;Scenes from the Sex Struggles at North Beverly Drive, Los Angeles, CA (Remix);0.6;false
false;3402;Marta;0.737;false
false;3403;Alta tensión;1.377;false
false;3404;Historia de una traición;1.04;false
false;3405;Le dolci signore;1.292;false
false;3406;O Frankenstein de Moisés Neto - Versão Muda;0.6;false
false;3407;Frankenstein: Birth of a Monster;2.684;false
false;3408;Boy Frankenstein;0.6;false
false;3409;El Vampiro de la autopista;0.6;false
false;3410;Sevimli Frankestayn;0.6;false
false;3411;Robot Wrecks;0.6;false
false;3412;Ritorno dalla morte;1.068;false
false;3413;Orlak, el infierno de Frankenstein;3.015;false
false;3414;El último Frankenstein;0.6;false
false;3416;Il Mostro di Frankenstein;0.673;false
false;3417;Frankenstein: Une histoire d'amour;1.487;false
false;3418;La Mort en direct;5.457;false
false;3419;Qui?;1.4;false
false;3420;Frankenstein JR.;0.6;false
false;3421;Bloomfield;2.635;false
false;3422;La Califfa;2.591;false
false;3423;Les Choses de la vie;9.7;false
false;3424;Mado;4.249;false
false;3425;Une Histoire Simple;2.676;false
false;3426;César et Rosalie;6.733;false
false;3427;Max et les ferrailleurs;6.351;false
false;3432;Mr. Brooks;10.02;false
false;3437;La malquerida;3.098;false
false;3469;Far from the Madding Crowd;8.141;false
false;3470;The Emperor of Atlantis;0.633;false
false;3471;Siren of Atlantis;2.449;false
false;3472;Dirty Pretty Things;8.413;false
false;3473;Antinea, l'amante della città sepolta;1.521;false
false;3474;Die Herrin von Atlantis;0.91;false
false;3475;Le Train;2.647;false
false;3476;L'Important c'est d'aimer;4.79;false
false;3477;Le Trio Infernal;2.276;false
false;3478;Ludwig;7.14;false
false;3479;Les innocents aux mains sales;3.529;false
false;3480;Le vieux fusil;8.308;false
false;3481;The Face of Fu Manchu;2.953;false
false;3482;The Train;8.081;false
false;3483;The Blood of Fu Manchu;2.433;false
false;3484;The Mask of Fu Manchu;6.485;false
false;3485;The Castle of Fu Manchu;3.808;false
false;3486;The Fiendish Plot of Dr. Fu Manchu;3.957;false
false;3488;Drums of Fu Manchu;0.6;false
false;3489;88 Minutes;11.092;false
false;3490;Drums of Fu Manchu;0.705;false
false;3508;Candy Boy;0.838;false
false;3509;A Scanner Darkly;10.517;false
false;3510;Shem;4.032;false
false;3511;The Broken;6.433;false
false;3512;Under Siege 2: Dark Territory;14.581;false
false;3513;Legionnaire;8.048;false
false;3514;Selbstportrait 1;0.6;false
false;3515;I'll Sleep When I'm Dead;6.949;false
false;3516;largo e mesto;0.6;false
false;3517;Tunten lügen nicht;0.6;false
false;3518;Pfui, Rosa!;0.6;false
false;3519;Kühe, vom Nebel geschwängert;0.6;false
false;3520;Casanova '70;3.601;false
false;3521;Edgar Wallace: Das Rätsel der roten Orchidee;2.615;false
false;3522;French Dressing;1.161;false
false;3523;Der letzte Ritt nach Santa Cruz;1.165;false
false;3524;Lebensborn;0.662;false
false;3525;Working Girl;10.665;false
false;3526;Frances;6.729;false
false;3527;Don't Come Knocking;10.539;false
false;3528;Ein göttlicher Job;1.4;false
false;3529;The Thin Man;11.981;false
false;3536;U-571;13.44;false
false;3537;Fame;10.926;false
false;3538;Gisela;0.857;false
false;3539;Kammerflimmern;2.191;false
false;3540;Das letzte Stück Himmel;0.872;false
false;3541;La belva col mitra;1.713;false
false;3542;Lady Chatterley;10.641;false
false;3543;Out of Rosenheim;8.446;false
false;3544;Lebensborn;1.49;false
false;3545;Spur des Falken;1.049;false
false;3546;Wściekły;0.6;false
false;3547;Reflections in a Golden Eye;8.49;false
false;3548;The Proposal;3.129;false
false;3549;Efter brylluppet;8.277;false
false;3554;Mahogany;3.059;false
false;3555;Mahogany;0.6;false
false;3556;Mad Dog Coll;0.84;false
false;3557;Leroy räumt auf;0.6;false
false;3558;Girl, Interrupted;18.319;false
false;3559;Der Todestunnel - Nur die Wahrheit zählt;1.385;false
false;3560;Un ombra nell'ombra;1.198;false
false;3561;L'osceno desiderio;1.8;false
false;3562;Leroy;0.974;false
false;3563;I Now Pronounce You Chuck & Larry;19.058;false
false;3564;Le Dernier Tunnel;1.83;false
false;3565;Underground;1.28;false
false;3572;Heldentod - Der Tunnel und die Lüge;0.6;false
false;3573;Emma;9.836;false
false;3574;Doctor X;5.016;false
false;3575;The Return of Doctor X;2.624;false
false;3576;Calling Dr. Gillespie;1.485;false
false;3577;Der Tunnel;4.888;false
false;3578;Der Tunnel;1.957;false
false;3579;Shadow Realm;0.7;false
false;3580;Changeling;31.681;false
false;3581;Death Line;4.548;false
false;3582;The Millionairess;2.708;false
false;3583;Der Tunnel;0.6;false
false;3584;海峡;1.576;false
false;3585;Clockmaker;1.579;false
false;3586;Prêt-à-Porter;10.232;false
false;3587;Bogus;13.531;false
false;3588;River Made to Drown In;2.676;false
false;3589;It Happened Tomorrow;3.34;false
false;3590;Таинственный остров;1.906;false
false;3591;One Million Years B.C.;8.372;false
false;3592;One Million B.C.;2.172;false
false;3593;Dr. Cyclops;3.459;false
false;3594;The Number 23;19.735;false
false;3595;Ransom;14.168;false
false;3596;Things to Come;6.751;false
false;3597;I Know What You Did Last Summer;17.948;false
false;3598;Lost Horizon;9.848;false
false;3600;I Still Know What You Did Last Summer;16.491;false
false;3602;I'll Always Know What You Did Last Summer;16.385;false
false;3603;Black Sheep;11.582;false
false;3604;Flash Gordon;13.519;false
false;3631;Tara Road;4.575;false
false;3632;Flash Gordon;2.131;false
false;3635;Girl with a Pearl Earring;11.716;false
false;3638;No Reservations;11.165;false
false;3640;Bella Martha;9.689;false
false;3641;Casa Ricordi;1.612;false
false;3679;Flash Gordon: The Greatest Adventure of All;3.009;false
false;3681;What's New Pussycat?;7.472;false
false;3682;54;9.868;false
false;3683;Flags of Our Fathers;13.627;false
false;3684;Baytekin fezada carpisanlar;0.6;false
false;3685;Winnetou 1;8.036;false
false;3686;Winnetou II;6.544;false
false;3687;Flesh Gordon;7.177;false
false;3688;Flesh Gordon Meets the Cosmic Cheerleaders;3.7;false
false;3689;Diamond Walkers;0.841;false
false;3690;City of Fear;0.6;false
false;3691;Train d'enfer;2.39;false
false;3692;New York chiama Superdrago;1.735;false
false;3693;Objectif 500 millions;0.768;false
false;3694;Che notte, ragazzi!;0.961;false
false;3695;Stuntman;0.6;false
false;3696;Les belles au bois dormantes;0.6;false
false;3697;Tutti fratelli nel west... per parte di padre;1.652;false
false;3698;Amico, stammi lontano almeno un palmo;2.808;false
false;3699;Sette orchidee macchiate di rosso;3.934;false
false;3700;Pena de muerte;1.239;false
false;3701;Milano Rovente;1.25;false
false;3703;Bella, ricca, lieve difetto fisico, cerca anima gemella;1.105;false
false;3716;Im Juli;5.708;false
false;3717;Tsunami;2.648;false
false;3763;鬼婆;12.954;false
false;3764;裸の島;5.382;false
false;3766;The Lady from Shanghai;7.978;false
false;3767;Gilda;7.529;false
false;3777;蜘蛛巣城;9.219;false
false;3780;赤ひげ;10.383;false
false;3782;生きる;10.065;false
false;3783;Destination Saturn;0.6;false
false;3784;Frankie and Johnny;9.548;false
false;3785;Buck Rogers in the 25th Century;0.711;false
false;3786;Buck Rogers in the 25th Century;4.469;false
false;3787;Buck Rogers;0.6;false
false;3845;Ham and the Masked Marvel;0.706;false
false;3846;The Musical Marvel;0.7;false
false;3851;Für den unbekannten Hund;0.707;false
false;3865;AzulOscuroCasiNegro;7.343;false
false;3866;D-Day on Mars;0.6;false
false;3867;El camino de las hormigas;1.038;false
false;3870;Novecento;9.871;false
false;3875;Brødre;6.067;false
false;3877;Things We Lost in the Fire;9.145;false
false;3899;Sakima and the Masked Marvel;0.841;false
false;3901;Deszcz;0.6;false
false;3902;I'm Not There;11.568;false
false;3920;Primavera;0.6;false
false;3921;Wiatr;0.6;false
false;3922;Kolysanka;0.6;false
false;3923;Jam Dwór Polski;0.6;false
false;3929;Blondie Brings Up Baby;1.325;false
false;3930;Blondie Takes a Vacation;1.821;false
false;3931;Blondie Meets the Boss;1.27;false
false;3933;Corpse Bride;79.745;false
false;3934;Tenue de soirée;6.679;false
false;3935;La dernière Femme;4.564;false
false;3936;Blondie Has Servant Trouble;1.6;false
false;3937;Blondie on a Budget;1.652;false
false;3938;Blondie Plays Cupid;2.376;false
false;3939;Blondie in Society;1.37;false
false;3940;Blondie for Victory;0.727;false
false;3941;Blondie Goes Latin;1.663;false
false;3942;Blondie Goes to College;1.599;false
false;3943;Blondie's Blessed Event;0.994;false
false;3944;Footlight Glamour;1.144;false
false;3959;It's a Great Life;0.827;false
false;3960;Weißt was geil wär...?!;0.739;false
false;3961;Leave It to Blondie;0.72;false
false;3962;Bis zum Ellenbogen;1.841;false
false;3966;Blondie Knows Best;0.994;false
false;3967;Blondie's Lucky Day;0.6;false
false;3968;Life with Blondie;0.679;false
false;3969;Blondie in the Dough;0.704;false
false;3970;Blondie's Anniversary;1.057;false
false;3976;Blondie's Big Moment;0.99;false
false;3977;Blondie's Holiday;0.6;false
false;3978;Blondie's Reward;0.73;false
false;3979;Blondie's Secret;0.673;false
false;3980;Critters;23.864;false
false;3981;What Women Want;23.545;false
false;3982;Il dolce e l'amaro;1.773;false
false;3983;Brucio nel vento;1.268;false
false;3984;Riparo;1.9;false
false;3985;Blondie Hits the Jackpot;0.713;false
false;3986;Blondie's Big Deal;0.644;false
false;3987;Beware of Blondie;1.491;false
false;3988;Blondie's Hero;0.659;false
false;3989;Team America: World Police;11.294;false
false;4011;Beetlejuice;29.018;false
false;4012;The Believer;7.64;false
false;4023;Mille milliards de dollars;2.903;false
false;4024;L'Année dernière à Marienbad;9.242;false
false;4025;The Prize;4.62;false
false;4031;Les Valseuses;10.536;false
false;4032;My Girl;22.009;false
false;4033;Vivement Truffaut;1.688;false
false;4034;L'Homme de Rio;7.225;false
false;4043;La ley del deseo;11.347;false
false;4044;Le Club: Claude Jade;0.6;true
false;4049;Die gläserne Zelle;1.757;false
false;4050;Schneeland;0.6;false
false;4051;Der Zauberberg;1.688;false
false;4073;Les gaspards;2.493;false
false;4104;Benny & Joon;7.94;false
false;4105;Black Rain;15.26;false
false;4106;Блокпост;2.218;false
false;4107;Bloody Sunday;7.639;false
false;4108;The Transporter;41.589;false
false;4110;Blondie & Dagwood;1.016;false
false;4111;Blondie of the Follies;1.41;false
false;4112;Blondie Johnson;1.503;false
false;4113;Biffen och Bananen;1.205;false
false;4114;Blondie, Biffen och Bananen;0.6;false
false;4132;Le château perdu;0.626;false
false;4133;Blow;16.935;false
false;4134;Het zwijgen;0.6;false
false;4140;Blindsight;4.076;false
false;4141;Shoot 'Em Up;35.384;false
false;4146;Pas si méchant que ça;1.588;false
false;4147;Road to Perdition;13.989;false
false;4148;Revolutionary Road;17.095;false
false;4153;Les trois mousquetaires: Tome II - La vengeance de Milady;4.608;false
false;4154;Three Seasons;3.391;false
false;4155;Paul and Michelle;0.925;false
false;4156;Friends;3.15;false
false;4157;हे बेबी;6.229;false
false;4162;Dites-lui que je l'aime;1.38;false
false;4169;Breach;8.942;false
false;4170;Trade;11.319;false
false;4171;Odette Toulemonde;5.791;false
false;4173;Stromboli, terra di dio;7.704;false
false;4174;Spellbound;10.443;false
false;4175;Under Capricorn;6.897;false
false;4176;Murder on the Orient Express;11.809;false
false;4179;Les petites bonnes;0.6;false
false;4180;3 hommes et un couffin;9.39;false
false;4181;Catherine et Cie;1.557;false
false;4182;La Vie à l'envers;1.867;false
false;4191;La mariée était en noir;7.11;false
false;4192;Death on the Nile;9.541;false
false;4193;Evil Under the Sun;7.736;false
false;4194;La vie de château;1.766;false
false;4195;Landru;1.823;false
false;4196;Lenin: The Train;1.481;false
false;4199;The Man in the Iron Mask;5.287;false
false;4201;The Fifth Musketeer;2.117;false
false;4202;Danton;7.094;false
false;4203;Mujeres al borde de un ataque de nervios;9.687;false
false;4204;$5 a Day;7.476;false
false;4205;Oh, What a Night;2.463;false
false;4208;Martin et Léa;1.948;false
false;4213;Gegenüber;1.646;false
false;4217;Danton;1.383;false
false;4226;Shriek If You Know What I Did Last Friday the Thirteenth;15.94;false
false;4227;J'ai épousé une ombre;1.684;false
false;4228;La révolution française;4.477;false
false;4229;The Scary Movie;0.6;false
false;4230;Scary Texas Movie;0.6;false
false;4231;The Erotic Ghost;1.628;false
false;4232;Scream;46.153;false
false;4233;Scream 2;26.945;false
false;4234;Scream 3;23.167;false
false;4235;Le Clan des Siciliens;10.276;false
false;4237;Freak Out;4.022;false
false;4238;The Erotic Mirror;3.841;false
false;4239;Croque la vie;0.995;false
false;4240;Titanic 2000;8.364;false
false;4241;ビジターQ;13.458;false
false;4242;Scary Movie;3.067;false
false;4243;Das Herz ist ein dunkler Wald;1.46;false
false;4244;The Kid;13.07;false
false;4245;Babeck;0.6;false
false;4247;Scary Movie;82.618;false
false;4248;Scary Movie 2;57.313;false
false;4249;The Comeback;1.415;false
false;4250;Pornorama;7.83;false
false;4251;वीर-ज़ारा;10.039;false
false;4252;चलते चलते;7.162;false
false;4253;हम तुम;5.224;false
false;4254;कल हो ना हो;11.406;false
false;4255;The Party at Kitty and Stud's;11.936;false
false;4256;Scary Movie 3;43.02;false
false;4257;Scary Movie 4;42.698;false
false;4258;Scary Movie 5;77.047;false
false;4260;The Perfect Scary Movie;1.694;false
false;4261;Nous n'irons plus au bois;0.6;false
false;4266;La Rupture;3.044;false
false;4267;Préparez vos mouchoirs;5.925;false
false;4268;La gueule de l'autre;2.137;false
false;4269;Une chambre en ville;4.835;false
false;4270;La Garce;0.982;false
false;4271;La vie est un long fleuve tranquille;6.533;false
false;4272;Ma vie est un enfer;2.323;false
false;4274;Fort Saganne;5.039;false
false;4279;Les Mariés de l'an deux;5.252;false
false;4281;Appointment with Death;6.696;false
false;4282;Serial Lover;3.277;false
false;4283;Primeval;14.601;false
false;4284;Sasquatch Hunters;2.841;false
false;4285;Nach Fünf im Urwald;2.313;false
false;4286;L'innocente;4.949;false
false;4287;Les aveux les plus doux;0.859;false
false;4288;The Final Terror;4.049;false
false;4289;Dinocroc;4.518;false
false;4290;Supergator;5.567;false
false;4291;菊次郎の夏;12.322;false
false;4292;Eat the Rich;4.047;false
false;4295;L.A. Vice;1.031;false
false;4296;Millennium;6.745;false
false;4297;Monsieur Truffaut Meets Mr. Hitchcock;0.736;false
false;4300;Les Sorcières de Salem;2.684;false
false;4307;La flor de mi secreto;7.541;false
false;4311;Compartiment tueurs;4.135;false
false;4322;Drei gegen drei;1.251;false
false;4323;Ein Mann im schönsten Alter;1.4;false
false;4324;Venusberg;0.6;false
false;4325;Parapsycho - Spektrum der Angst;0.6;false
false;4326;Herr Lehmann;5.029;false
false;4327;Charlie's Angels;18.978;false
false;4337;The Birds II: Land's End;4.235;false
false;4338;I Woke Up Early the Day I Died;3.116;false
false;4339;Das schreckliche Mädchen;2.018;false
false;4344;Hotel Very Welcome;1.67;false
false;4347;Atonement;16.678;false
false;4348;Pride & Prejudice;37.286;false
false;4349;The Kingdom;13.247;false
false;4351;Bordertown;11.937;false
false;4352;Klopka;2.61;false
false;4364;Vera Brühne;0.963;false
false;4365;Munchies;5.746;false
false;4366;L'Autrichienne;0.84;false
false;4367;Cat on a Hot Tin Roof;3.93;false
false;4368;Dark Wolf;3.761;false
false;4369;Juste une question d'amour;5.846;false
false;4370;La Banquière;2.892;false
false;4371;La Voleuse;0.718;false
false;4373;My Lover, My Son;3.09;false
false;4374;Otley;2.065;false
false;4375;Triple Cross;4.666;false
false;4376;Dallas Doll;1.27;false
false;4377;Ein Leben lang kurze Hosen tragen;1.941;false
false;4378;Nachruf auf eine Bestie;1.09;false
false;4379;Monster-in-Law;14.73;false
false;4380;Shall We Dance?;11.101;false
false;4382;Das Mädchen Rosemarie;1.137;false
false;4383;Die Wahrheit über Rosemarie;0.6;false
false;4384;Rosemaries Tochter;0.84;false
false;4386;Les Assassins de l'ordre;1.481;false
false;4387;Das Mädchen Rosemarie;0.773;false
false;4391;Il vero e il falso;1.573;false
false;4393;Strogoff;1.616;false
false;4394;Maître Pygmalion;0.6;false
false;4395;Engel aus Eisen;1.619;false
false;4396;Die Halbzarte;2.371;false
false;4397;Casanova & Co.;1.803;false
false;4398;Lissi und der wilde Kaiser;11.064;false
false;4399;Wambo;1.241;false
false;4402;Part of the Game;1.094;false
false;4403;Crossed;1.443;false
false;4407;The Three Investigators and The Secret Of Skeleton Island;4.889;false
false;4408;Der Hammermörder;0.6;false
false;4410;Les risques du métier;2.256;false
false;4412;Les Misérables;9.612;false
false;4413;The Brave One;12.174;false
false;4415;Les Misérables;10.947;false
false;4416;Les Misérables;5.623;false
false;4419;I Miserabili - Caccia all'uomo;2.568;false
false;4421;G.I. Jane;16.667;false
false;4423;Der große Abgang;0.6;false
false;4435;अशोक;7.472;false
false;4436;Kein Bund für's Leben;3.082;false
false;4437;2010;16.191;false
false;4439;Goy;1.212;false
false;4440;Herzensschrei;0.6;false
false;4441;Candy;8.646;false
false;4442;The Brothers Grimm;24.288;false
false;4443;Nuits rouges;2.51;false
false;4451;Mein Freund, der Mörder;0.6;false
false;4452;Al Capone im deutschen Wald;0.612;false
false;4453;Nachts auf den Straßen;1.033;false
false;4454;Svengali;1.354;false
false;4455;Subway in the Sky;1.685;false
false;4456;La fille de Hambourg;0.831;false
false;4457;La Casa 4;3.525;false
false;4458;Ballade pour un voyou;1.908;false
false;4459;Night Without Sleep;3.097;false
false;4460;The Snows of Kilimanjaro;6.117;false
false;4461;Decision Before Dawn;2.854;false
false;4462;Diplomatic Courier;2.472;false
false;4463;Geständnis unter vier Augen;0.6;false
false;4464;Seabiscuit;11.877;false
false;4465;Annas Mutter;0.6;false
false;4466;Der Fall Bachmeier - Keine Zeit für Tränen;0.605;false
false;4467;Die Sünderin;2.129;false
false;4470;Das Phantom;0.6;false
false;4474;My Super Ex-Girlfriend;14.413;false
false;4475;The Private Lives of Pippa Lee;9.19;false
false;4476;Legends of the Fall;15.932;false
false;4477;The Devil's Own;10.06;false
false;4478;Indecent Proposal;16.863;false
false;4479;Les Misérables;3.204;false
false;4480;Jean de Florette;7.095;false
false;4481;Manon des Sources;8.873;false
false;4482;Gazon maudit;6.317;false
false;4483;Le Retour de Martin Guerre;5.246;false
false;4484;La Cage aux folles;8.469;false
false;4485;Diva;8.815;false
false;4486;Jésus de Montréal;4.216;false
false;4488;Friday the 13th;30.528;false
false;4489;Tod der Engel;0.6;false
false;4494;Arrebato;4.311;false
false;4495;El espíritu de la colmena;6.657;false
false;4496;El desencanto;1.35;false
false;4497;Viridiana;7.548;false
false;4498;El verdugo;10.979;false
false;4499;Pepi, Luci, Bom y otras chicas del montón;9.025;false
false;4500;Ópera prima;2.242;false
false;4501;Der Fall Rohrbach;1.091;false
false;4507;Jamón, jamón;14.81;false
false;4512;The Assassination of Jesse James by the Coward Robert Ford;12.601;false
false;4513;30 Days of Night;25.163;false
false;4515;Lions for Lambs;10.562;false
false;4516;Mon Meilleur Ami;6.795;false
false;4517;Elizabeth: The Golden Age;12.079;false
false;4518;Elizabeth;14.494;false
false;4519;Dialogue avec mon jardinier;4.164;false
false;4520;Sleuth;9.55;false
false;4523;Enchanted;59.014;false
false;4526;Kommissar X - Drei gelbe Katzen;0.916;false
false;4527;Kommissar X - Jagd auf Unbekannt;1.307;false
false;4528;Le Comte de Monte-Cristo;4.997;false
false;4529;L'espion;1.262;false
false;4532;Kommissar X - In den Klauen des goldenen Drachen;0.6;false
false;4533;Kommissar X - Drei grüne Hunde;0.672;false
false;4534;Kommissar X - Drei blaue Panther;0.664;false
false;4535;Kommissar X - Drei goldene Schlangen;0.6;false
false;4536;The World's Biggest Penis;2.121;false
false;4537;Kommissar X jagt die roten Tiger;0.84;false
false;4538;The Darjeeling Limited;14.48;false
false;4539;Hearts of Darkness: A Filmmaker's Apocalypse;7.672;false
false;4540;Emil und die Detektive;1.347;false
false;4541;Emil and the Detectives;1.353;false
false;4542;Emil and the Detectives;2.875;false
false;4543;The Meaning of Life;7.832;false
false;4544;Emil und die Detektive;1.109;false
false;4546;The Count of Monte-Cristo;8.939;false
false;4547;Panic Room;14.503;false
false;4550;친절한 금자씨;13.845;false
false;4551;Be Cool;11.418;false
false;4552;장화, 홍련;29.854;false
false;4553;The Machinist;13.402;false
false;4554;Jerry Cotton - Mordnacht in Manhattan;1.388;false
false;4555;Jerry Cotton -Schüsse aus dem Geigenkasten;0.6;false
false;4556;Nightwatching;7.611;false
false;4557;Jerry Cotton - Um Null Uhr schnappt die Falle zu;0.6;false
false;4558;Orphée;6.993;false
false;4559;Hot Chocolate;0.849;false
false;4560;Lepota poroka;2.31;false
false;4561;Histoire d'O;8.707;false
false;4562;Jerry Cotton - Die Rechnung eiskalt serviert;0.6;false
false;4564;Sex and the City;141.722;false
false;4565;Jerry Cotton - Der Mörderclub von Brooklyn;0.7;false
false;4566;Michael Clayton;10.795;false
false;4567;Die weibchen;1.07;false
false;4568;Sex Power;0.972;false
